uid,date,paid,group
f57a2f557b098c43f11ab969efe1504b,2015-03-09,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-10,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-11,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-12,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-13,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-14,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-15,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-16,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-17,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-18,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-19,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-20,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-21,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-22,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-23,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-24,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-25,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-26,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-27,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-28,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-29,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-30,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-03-31,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-01,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-02,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-03,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-04,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-05,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-06,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-07,0.8,c
f57a2f557b098c43f11ab969efe1504b,2015-04-08,0.8,c
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-09,5,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-10,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-11,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-12,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-13,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-14,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-15,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-16,5,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-17,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-18,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-19,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-20,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-21,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-22,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-23,5,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-24,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-25,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-26,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-27,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-28,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-29,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-30,5,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-03-31,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-01,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-02,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-03,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-04,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-05,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-06,5,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-07,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-08,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-09,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-10,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-11,0,a
f9a40a4780f5e1306c46f1c8daecee3b,2015-04-12,0,a
a0a080f42e6f13b3a2df133f073095dd,2015-03-07,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-08,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-09,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-10,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-11,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-12,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-13,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-14,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-15,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-16,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-17,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-18,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-19,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-20,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-21,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-22,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-23,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-24,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-25,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-26,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-27,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-28,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-29,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-30,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-03-31,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-01,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-02,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-03,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-04,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-05,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-06,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-07,0.8,c
a0a080f42e6f13b3a2df133f073095dd,2015-04-08,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-08,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-09,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-10,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-11,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-12,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-13,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-14,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-15,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-16,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-17,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-18,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-19,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-20,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-21,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-22,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-23,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-24,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-25,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-26,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-27,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-28,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-29,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-30,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-03-31,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-01,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-02,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-03,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-04,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-05,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-06,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-07,0.8,c
2050e03ca119580f74cca14cc6e97462,2015-04-08,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-09,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-10,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-11,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-12,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-13,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-14,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-15,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-16,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-17,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-18,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-19,0.8,c
01161aaa0b6d1345dd8fe4e481144d84,2015-03-20,0.8,c
854d9fca60b4bd07f9bb215d59ef5561,2015-03-10,5,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-11,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-12,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-13,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-14,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-15,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-16,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-17,5,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-18,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-19,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-20,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-21,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-22,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-23,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-24,5,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-25,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-26,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-27,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-28,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-29,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-30,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-03-31,5,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-01,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-02,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-03,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-04,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-05,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-06,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-07,5,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-08,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-09,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-10,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-11,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-12,0,a
854d9fca60b4bd07f9bb215d59ef5561,2015-04-13,0,a
e2c0be24560d78c5e599c2a9c9d0bbd2,2015-03-09,0.8,c
e2c0be24560d78c5e599c2a9c9d0bbd2,2015-03-10,0.8,c
e2c0be24560d78c5e599c2a9c9d0bbd2,2015-03-09,0.8,c
daca41214b39c5dc66674d09081940f0,2015-03-12,5,a
daca41214b39c5dc66674d09081940f0,2015-03-13,0,a
daca41214b39c5dc66674d09081940f0,2015-03-14,0,a
daca41214b39c5dc66674d09081940f0,2015-03-15,0,a
daca41214b39c5dc66674d09081940f0,2015-03-16,0,a
daca41214b39c5dc66674d09081940f0,2015-03-17,0,a
daca41214b39c5dc66674d09081940f0,2015-03-18,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-14,5,a
6081594975a764c8e3a691fa2b3a321d,2015-03-15,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-16,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-17,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-18,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-19,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-20,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-21,5,a
6081594975a764c8e3a691fa2b3a321d,2015-03-22,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-23,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-24,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-25,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-26,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-27,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-28,5,a
6081594975a764c8e3a691fa2b3a321d,2015-03-29,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-30,0,a
6081594975a764c8e3a691fa2b3a321d,2015-03-31,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-01,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-02,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-03,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-04,5,a
6081594975a764c8e3a691fa2b3a321d,2015-04-05,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-06,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-07,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-08,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-09,0,a
6081594975a764c8e3a691fa2b3a321d,2015-04-10,0,a
f4f6dce2f3a0f9dada0c2b5b66452017,2015-03-08,0.8,c
f4f6dce2f3a0f9dada0c2b5b66452017,2015-03-09,0.8,c
f4f6dce2f3a0f9dada0c2b5b66452017,2015-03-08,0.8,c
cedebb6e872f539bef8c3f919874e9d7,2015-03-16,5,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-17,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-18,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-19,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-20,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-21,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-22,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-23,5,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-24,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-25,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-26,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-27,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-28,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-29,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-30,5,a
cedebb6e872f539bef8c3f919874e9d7,2015-03-31,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-01,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-02,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-03,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-04,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-05,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-06,5,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-07,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-08,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-09,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-10,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-11,0,a
cedebb6e872f539bef8c3f919874e9d7,2015-04-12,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-12,5,a
84f7e69969dea92a925508f7c1f9579a,2015-03-13,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-14,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-15,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-16,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-17,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-18,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-19,5,a
84f7e69969dea92a925508f7c1f9579a,2015-03-20,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-21,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-22,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-23,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-24,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-25,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-26,5,a
84f7e69969dea92a925508f7c1f9579a,2015-03-27,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-28,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-29,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-30,0,a
84f7e69969dea92a925508f7c1f9579a,2015-03-31,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-01,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-02,5,a
84f7e69969dea92a925508f7c1f9579a,2015-04-03,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-04,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-05,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-06,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-07,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-08,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-09,5,a
84f7e69969dea92a925508f7c1f9579a,2015-04-10,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-11,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-12,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-13,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-14,0,a
84f7e69969dea92a925508f7c1f9579a,2015-04-15,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-10,5,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-11,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-12,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-13,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-14,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-15,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-16,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-17,5,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-18,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-19,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-20,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-21,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-22,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-23,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-24,5,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-25,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-26,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-27,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-28,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-29,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-30,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-03-31,5,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-01,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-02,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-03,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-04,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-05,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-06,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-07,5,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-08,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-09,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-10,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-11,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-12,0,a
96ea64f3a1aa2fd00c72faacf0cb8ac9,2015-04-13,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-11,5,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-12,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-13,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-14,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-15,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-16,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-17,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-18,5,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-19,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-20,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-21,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-22,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-23,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-24,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-25,5,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-26,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-27,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-28,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-29,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-30,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-03-31,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-01,5,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-02,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-03,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-04,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-05,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-06,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-07,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-08,5,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-09,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-10,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-11,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-12,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-13,0,a
6ecbdd6ec859d284dc13885a37ce8d81,2015-04-14,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-13,5,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-14,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-15,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-16,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-17,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-18,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-19,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-20,5,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-21,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-22,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-23,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-24,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-25,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-26,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-27,5,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-28,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-29,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-30,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-03-31,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-01,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-02,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-03,5,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-04,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-05,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-06,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-07,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-08,0,a
d840cc5d906c3e9c84374c8919d2074e,2015-04-09,0,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-12,5,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-13,0,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-14,0,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-15,0,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-16,0,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-17,0,a
0a113ef6b61820daa5611c870ed8d5ee,2015-03-18,0,a
cee631121c2ec9232f3a2f028ad5c89b,2015-03-10,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-11,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-12,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-13,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-14,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-15,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-16,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-17,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-18,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-19,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-20,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-21,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-22,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-23,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-24,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-25,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-26,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-27,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-28,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-29,0.8,c
cee631121c2ec9232f3a2f028ad5c89b,2015-03-30,0.8,c
