event,uid,group,date
app install,c8c41c4a18675a74e01c8a20e8a0f662,b,2015-03-12 01:05:47
account created,e3796ae838835da0b6f6ea37bcf8bcb7,c,2015-03-12 01:06:26
app install,6c9882bbac1c7093bd25041881277658,b,2015-03-12 01:09:34
account created,75fc093c0ee742f6dddaa13fff98f104,a,2015-03-12 01:10:02
account created,6c9882bbac1c7093bd25041881277658,b,2015-03-12 01:13:34
song_played,e3796ae838835da0b6f6ea37bcf8bcb7,c,2015-03-12 01:14:26
minigame_played,75fc093c0ee742f6dddaa13fff98f104,a,2015-03-12 01:15:02
account created,c8c41c4a18675a74e01c8a20e8a0f662,b,2015-03-12 01:15:47
minigame_played,c8c41c4a18675a74e01c8a20e8a0f662,b,2015-03-12 01:18:47
song_played,0336dcbab05b9d5ad24f4333c7658a0e,a,2015-03-12 01:19:27
song_played,6c9882bbac1c7093bd25041881277658,b,2015-03-12 01:19:34
song_played,c8c41c4a18675a74e01c8a20e8a0f662,b,2015-03-12 01:21:47
minigame_played,75fc093c0ee742f6dddaa13fff98f104,a,2015-03-12 01:23:02
minigame_played,e3796ae838835da0b6f6ea37bcf8bcb7,c,2015-03-12 01:23:26
minigame_played,0336dcbab05b9d5ad24f4333c7658a0e,a,2015-03-12 01:23:27
subscribed,75fc093c0ee742f6dddaa13fff98f104,a,2015-03-12 01:27:02
song_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 01:30:05
minigame_played,c8c41c4a18675a74e01c8a20e8a0f662,b,2015-03-12 01:30:47
song_played,75fc093c0ee742f6dddaa13fff98f104,a,2015-03-12 01:33:02
song_played,0336dcbab05b9d5ad24f4333c7658a0e,a,2015-03-12 01:33:27
song_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 01:36:05
song_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 01:41:05
minigame_played,2d6cc4b2d139a53512fb8cbb3086ae2e,a,2015-03-12 01:43:52
minigame_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 01:48:05
minigame_played,2d6cc4b2d139a53512fb8cbb3086ae2e,a,2015-03-12 01:50:52
song_played,98f13708210194c475687be6106a3b84,c,2015-03-12 01:54:01
subscribed,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 01:55:05
minigame_played,2d6cc4b2d139a53512fb8cbb3086ae2e,a,2015-03-12 01:56:52
song_played,2d6cc4b2d139a53512fb8cbb3086ae2e,a,2015-03-12 02:00:52
minigame_played,98f13708210194c475687be6106a3b84,c,2015-03-12 02:01:01
minigame_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 02:02:05
minigame_played,98f13708210194c475687be6106a3b84,c,2015-03-12 02:04:01
account created,2b44928ae11fb9384c4cf38708677c48,b,2015-03-12 02:04:11
minigame_played,2d6cc4b2d139a53512fb8cbb3086ae2e,a,2015-03-12 02:04:52
song_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 02:05:05
app install,33e75ff09dd601bbe69f351039152189,b,2015-03-12 02:06:58
app install,3435c378bb76d4357324dd7e69f3cd18,c,2015-03-12 02:08:51
minigame_played,2b44928ae11fb9384c4cf38708677c48,b,2015-03-12 02:10:11
minigame_played,66368270ffd51418ec58bd793f2d9b1b,c,2015-03-12 02:10:51
song_played,eeb69a3cb92300456b6a5f4162093851,c,2015-03-12 02:14:05
song_played,2b44928ae11fb9384c4cf38708677c48,b,2015-03-12 02:16:11
song_played,2b44928ae11fb9384c4cf38708677c48,b,2015-03-12 02:23:11
minigame_played,74db120f0a8e5646ef5a30154e9f6deb,a,2015-03-12 02:30:03
song_played,d64a340bcb633f536d56e51874281454,c,2015-03-12 02:31:49
song_played,2b44928ae11fb9384c4cf38708677c48,b,2015-03-12 02:32:11
minigame_played,6081594975a764c8e3a691fa2b3a321d,a,2015-03-12 02:47:14
subscribed,daca41214b39c5dc66674d09081940f0,a,2015-03-12 02:49:04
minigame_played,daca41214b39c5dc66674d09081940f0,a,2015-03-12 02:59:04
app install,c6e19e830859f2cb9f7c8f8cacb8d2a6,c,2015-03-12 03:00:52
app install,a5bfc9e07964f8dddeb95fc584cd965d,b,2015-03-12 03:00:55
minigame_played,daca41214b39c5dc66674d09081940f0,a,2015-03-12 03:08:04
app install,e5f6ad6ce374177eef023bf5d0c018b6,a,2015-03-12 03:09:17
song_played,2a79ea27c279e471f4d180b08d62b00a,c,2015-03-12 03:12:31
account created,e5f6ad6ce374177eef023bf5d0c018b6,a,2015-03-12 03:13:17
song_played,30bb3825e8f631cc6075c0f87bb4978c,b,2015-03-12 03:13:37
minigame_played,11b921ef080f7736089c757404650e40,b,2015-03-12 03:14:38
minigame_played,daca41214b39c5dc66674d09081940f0,a,2015-03-12 03:16:04
song_played,30bb3825e8f631cc6075c0f87bb4978c,b,2015-03-12 03:17:37
subscribed,2a79ea27c279e471f4d180b08d62b00a,c,2015-03-12 03:20:31
unsubscribed,daca41214b39c5dc66674d09081940f0,a,2015-03-12 03:25:04
minigame_played,2ba596643cbbbc20318224181fa46b28,a,2015-03-12 04:00:10
account created,077e29b11be80ab57e1a2ecabb7da330,a,2015-03-12 04:00:39
app install,fe9fc289c3ff0af142b6d3bead98a923,c,2015-03-12 04:03:22
song_played,077e29b11be80ab57e1a2ecabb7da330,a,2015-03-12 04:03:39
song_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:05:45
account created,fe9fc289c3ff0af142b6d3bead98a923,c,2015-03-12 04:08:22
song_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:11:45
minigame_played,fe9fc289c3ff0af142b6d3bead98a923,c,2015-03-12 04:12:22
minigame_played,72b32a1f754ba1c09b3695e0cb6cde7f,a,2015-03-12 04:15:15
song_played,04025959b191f8f9de3f924f0940515f,a,2015-03-12 04:17:24
song_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:19:45
minigame_played,fe9fc289c3ff0af142b6d3bead98a923,c,2015-03-12 04:22:22
song_played,9b72e31dac81715466cd580a448cf823,a,2015-03-12 04:23:38
song_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:27:45
minigame_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:32:45
song_played,3c7781a36bcd6cf08c11a970fbe0e2a6,b,2015-03-12 04:38:35
minigame_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:38:45
song_played,3c7781a36bcd6cf08c11a970fbe0e2a6,b,2015-03-12 04:42:35
song_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:42:45
song_played,555d6702c950ecb729a966504af0a635,c,2015-03-12 04:51:45
song_played,f4f6dce2f3a0f9dada0c2b5b66452017,c,2015-03-12 04:52:49
app install,d4c2e4a3297fe25a71d030b67eb83bfc,c,2015-03-12 05:00:16
subscribed,555d6702c950ecb729a966504af0a635,c,2015-03-12 05:00:45
minigame_played,f4f6dce2f3a0f9dada0c2b5b66452017,c,2015-03-12 05:02:49
account created,f0935e4cd5920aa6c7c996a5ee53a70f,b,2015-03-12 05:05:26
app install,e7f8a7fb0b77bcb3b283af5be021448f,c,2015-03-12 05:05:38
subscribed,da8ce53cf0240070ce6c69c48cd588ee,b,2015-03-12 05:06:08
account created,d4c2e4a3297fe25a71d030b67eb83bfc,c,2015-03-12 05:06:16
song_played,7f5d04d189dfb634e6a85bb9d9adf21e,a,2015-03-12 05:10:37
minigame_played,da8ce53cf0240070ce6c69c48cd588ee,b,2015-03-12 05:12:08
minigame_played,c7e1249ffc03eb9ded908c236bd1996d,a,2015-03-12 05:14:15
song_played,f0935e4cd5920aa6c7c996a5ee53a70f,b,2015-03-12 05:14:26
minigame_played,da8ce53cf0240070ce6c69c48cd588ee,b,2015-03-12 05:15:08
song_played,d4c2e4a3297fe25a71d030b67eb83bfc,c,2015-03-12 05:15:16
minigame_played,e1e32e235eee1f970470a3a6658dfdd5,a,2015-03-12 05:17:20
song_played,d4c2e4a3297fe25a71d030b67eb83bfc,c,2015-03-12 05:18:16
minigame_played,c7e1249ffc03eb9ded908c236bd1996d,a,2015-03-12 05:20:15
minigame_played,c4015b7f368e6b4871809f49debe0579,c,2015-03-12 05:21:08
song_played,045117b0e0a11a242b9765e79cbf113f,a,2015-03-12 05:21:25
minigame_played,ce78d1da254c0843eb23951ae077ff5f,b,2015-03-12 05:21:56
minigame_played,f0935e4cd5920aa6c7c996a5ee53a70f,b,2015-03-12 05:22:26
song_played,cedebb6e872f539bef8c3f919874e9d7,a,2015-03-12 05:23:39
song_played,c4015b7f368e6b4871809f49debe0579,c,2015-03-12 05:24:08
song_played,ce78d1da254c0843eb23951ae077ff5f,b,2015-03-12 05:25:56
unsubscribed,c4015b7f368e6b4871809f49debe0579,c,2015-03-12 05:27:08
song_played,55743cc0393b1cb4b8b37d09ae48d097,a,2015-03-12 05:28:17
song_played,c4015b7f368e6b4871809f49debe0579,c,2015-03-12 05:30:08
minigame_played,621bf66ddb7c962aa0d22ac97d69b793,c,2015-03-12 05:30:39
song_played,f0935e4cd5920aa6c7c996a5ee53a70f,b,2015-03-12 05:32:26
song_played,cedebb6e872f539bef8c3f919874e9d7,a,2015-03-12 05:33:39
minigame_played,362e80d4df43b03ae6d3f8540cd63626,c,2015-03-12 05:34:17
minigame_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 05:34:39
song_played,704afe073992cbe4813cae2f7715336f,b,2015-03-12 05:35:45
minigame_played,f0935e4cd5920aa6c7c996a5ee53a70f,b,2015-03-12 05:36:26
song_played,621bf66ddb7c962aa0d22ac97d69b793,c,2015-03-12 05:36:39
minigame_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 05:39:39
minigame_played,cedebb6e872f539bef8c3f919874e9d7,a,2015-03-12 05:42:39
song_played,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-12 05:42:50
song_played,621bf66ddb7c962aa0d22ac97d69b793,c,2015-03-12 05:43:39
minigame_played,704afe073992cbe4813cae2f7715336f,b,2015-03-12 05:43:45
song_played,362e80d4df43b03ae6d3f8540cd63626,c,2015-03-12 05:44:17
minigame_played,cedebb6e872f539bef8c3f919874e9d7,a,2015-03-12 05:46:39
minigame_played,0537fb40a68c18da59a35c2bfe1ca554,a,2015-03-12 05:49:47
song_played,13fe9d84310e77f13a6d184dbf1232f3,c,2015-03-12 05:49:52
minigame_played,621bf66ddb7c962aa0d22ac97d69b793,c,2015-03-12 05:51:39
minigame_played,704afe073992cbe4813cae2f7715336f,b,2015-03-12 05:51:45
minigame_played,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-12 05:52:50
song_played,362e80d4df43b03ae6d3f8540cd63626,c,2015-03-12 05:53:17
song_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 05:55:39
minigame_played,621bf66ddb7c962aa0d22ac97d69b793,c,2015-03-12 05:57:39
minigame_played,0537fb40a68c18da59a35c2bfe1ca554,a,2015-03-12 05:57:47
song_played,704afe073992cbe4813cae2f7715336f,b,2015-03-12 05:59:45
app install,158f3069a435b314a80bdcb024f8e422,b,2015-03-12 06:00:55
song_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 06:01:39
minigame_played,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-12 06:01:50
minigame_played,82cec96096d4281b7c95cd7e74623496,b,2015-03-12 06:03:19
unsubscribed,0537fb40a68c18da59a35c2bfe1ca554,a,2015-03-12 06:05:47
account created,158f3069a435b314a80bdcb024f8e422,b,2015-03-12 06:05:55
song_played,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-12 06:06:50
song_played,addfa9b7e234254d26e9c7f2af1005cb,a,2015-03-12 06:06:51
song_played,c0f168ce8900fa56e57789e2a2f2c9d0,b,2015-03-12 06:06:53
account created,8c235f89a8143a28a1d6067e959dd858,b,2015-03-12 06:07:07
song_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 06:07:39
song_played,da4fb5c6e93e74d3df8527599fa62642,a,2015-03-12 06:08:24
song_played,addfa9b7e234254d26e9c7f2af1005cb,a,2015-03-12 06:10:51
minigame_played,82cec96096d4281b7c95cd7e74623496,b,2015-03-12 06:11:19
song_played,da4fb5c6e93e74d3df8527599fa62642,a,2015-03-12 06:11:24
song_played,c0f168ce8900fa56e57789e2a2f2c9d0,b,2015-03-12 06:12:53
song_played,158f3069a435b314a80bdcb024f8e422,b,2015-03-12 06:12:55
minigame_played,da4fb5c6e93e74d3df8527599fa62642,a,2015-03-12 06:14:24
song_played,82cec96096d4281b7c95cd7e74623496,b,2015-03-12 06:15:19
minigame_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 06:17:39
minigame_played,c0f168ce8900fa56e57789e2a2f2c9d0,b,2015-03-12 06:17:53
subscribed,158f3069a435b314a80bdcb024f8e422,b,2015-03-12 06:17:55
minigame_played,16a5cdae362b8d27a1d8f8c7b78b4330,b,2015-03-12 06:23:44
minigame_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 06:24:39
song_played,16a5cdae362b8d27a1d8f8c7b78b4330,b,2015-03-12 06:30:44
minigame_played,f899139df5e1059396431415e770c6dd,b,2015-03-12 06:33:39
minigame_played,c52f1bd66cc19d05628bd8bf27af3ad6,c,2015-03-12 06:36:50
minigame_played,16a5cdae362b8d27a1d8f8c7b78b4330,b,2015-03-12 06:38:44
minigame_played,16a5cdae362b8d27a1d8f8c7b78b4330,b,2015-03-12 06:43:44
minigame_played,c52f1bd66cc19d05628bd8bf27af3ad6,c,2015-03-12 06:46:50
minigame_played,f1c1592588411002af340cbaedd6fc33,a,2015-03-12 06:52:30
minigame_played,f1c1592588411002af340cbaedd6fc33,a,2015-03-12 06:58:30
app install,dc5689792e08eb2e219dce49e64c885b,a,2015-03-12 07:04:07
song_played,f1c1592588411002af340cbaedd6fc33,a,2015-03-12 07:06:30
account created,58d4d1e7b1e97b258c9ed0b37e02d087,a,2015-03-12 07:07:38
subscribed,58d4d1e7b1e97b258c9ed0b37e02d087,a,2015-03-12 07:11:38
song_played,b86e8d03fe992d1b0e19656875ee557c,c,2015-03-12 07:17:10
song_played,7f1171a78ce0780a2142a6eb7bc4f3c8,b,2015-03-12 07:19:24
minigame_played,f770b62bc8f42a0b66751fe636fc6eb0,c,2015-03-12 07:22:10
minigame_played,bea5955b308361a1b07bc55042e25e54,a,2015-03-12 07:24:51
minigame_played,f770b62bc8f42a0b66751fe636fc6eb0,c,2015-03-12 07:27:10
minigame_played,bea5955b308361a1b07bc55042e25e54,a,2015-03-12 07:27:51
song_played,cf67355a3333e6e143439161adc2d82e,b,2015-03-12 07:34:21
song_played,298f95e1bf9136124592c8d4825a06fc,b,2015-03-12 07:34:34
song_played,bea5955b308361a1b07bc55042e25e54,a,2015-03-12 07:34:51
song_played,f770b62bc8f42a0b66751fe636fc6eb0,c,2015-03-12 07:37:10
minigame_played,84f7e69969dea92a925508f7c1f9579a,a,2015-03-12 07:39:17
song_played,f770b62bc8f42a0b66751fe636fc6eb0,c,2015-03-12 07:42:10
song_played,bea5955b308361a1b07bc55042e25e54,a,2015-03-12 07:42:51
minigame_played,093f65e080a295f8076b1c5722a46aa2,c,2015-03-12 07:43:44
subscribed,84f7e69969dea92a925508f7c1f9579a,a,2015-03-12 07:47:17
song_played,093f65e080a295f8076b1c5722a46aa2,c,2015-03-12 07:47:44
song_played,84f7e69969dea92a925508f7c1f9579a,a,2015-03-12 07:51:17
account created,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:00:50
song_played,8c19f571e251e61cb8dd3612f26d5ecf,c,2015-03-12 08:00:57
account created,170c944978496731ba71f34c25826a34,c,2015-03-12 08:04:25
account created,a5cdd4aa0048b187f7182f1b9ce7a6a7,c,2015-03-12 08:05:08
minigame_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:05:50
app install,6c4b761a28b734fe93831e3fb400ce87,b,2015-03-12 08:06:52
app install,bf62768ca46b6c3b5bea9515d1a1fc45,c,2015-03-12 08:07:33
app install,afda332245e2af431fb7b672a68b659d,a,2015-03-12 08:09:27
minigame_played,08c5433a60135c32e34f46a71175850c,a,2015-03-12 08:12:20
song_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:12:50
song_played,a5cdd4aa0048b187f7182f1b9ce7a6a7,c,2015-03-12 08:13:08
account created,bf62768ca46b6c3b5bea9515d1a1fc45,c,2015-03-12 08:15:33
account created,6c4b761a28b734fe93831e3fb400ce87,b,2015-03-12 08:15:52
song_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:18:50
song_played,a5cdd4aa0048b187f7182f1b9ce7a6a7,c,2015-03-12 08:19:08
minigame_played,6c4b761a28b734fe93831e3fb400ce87,b,2015-03-12 08:19:52
minigame_played,08c5433a60135c32e34f46a71175850c,a,2015-03-12 08:20:20
minigame_played,2bb232c0b13c774965ef8558f0fbd615,b,2015-03-12 08:22:31
song_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:22:50
song_played,bf62768ca46b6c3b5bea9515d1a1fc45,c,2015-03-12 08:23:33
song_played,a5cdd4aa0048b187f7182f1b9ce7a6a7,c,2015-03-12 08:25:08
minigame_played,839ab46820b524afda05122893c2fe8e,b,2015-03-12 08:30:25
song_played,bf62768ca46b6c3b5bea9515d1a1fc45,c,2015-03-12 08:30:33
minigame_played,a5cdd4aa0048b187f7182f1b9ce7a6a7,c,2015-03-12 08:31:08
subscribed,7a614fd06c325499f1680b9896beedeb,c,2015-03-12 08:31:41
song_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:32:50
song_played,bf62768ca46b6c3b5bea9515d1a1fc45,c,2015-03-12 08:35:33
song_played,a8f15eda80c50adb0e71943adc8015cf,b,2015-03-12 08:36:27
minigame_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:36:50
minigame_played,6883966fd8f918a4aa29be29d2c386fb,a,2015-03-12 08:37:05
song_played,ab88b15733f543179858600245108dd8,c,2015-03-12 08:45:21
song_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:46:50
song_played,6855456e2fe46a9d49d3d3af4f57443d,a,2015-03-12 08:51:50
unsubscribed,ab88b15733f543179858600245108dd8,c,2015-03-12 08:52:21
app install,950a4152c2b4aa3ad78bdd6b366cc179,a,2015-03-12 09:00:30
app install,39059724f73a9969845dfe4146c5660e,a,2015-03-12 09:05:03
app install,fbd7939d674997cdb4692d34de8633c4,b,2015-03-12 09:10:10
account created,39059724f73a9969845dfe4146c5660e,a,2015-03-12 09:11:03
account created,fbd7939d674997cdb4692d34de8633c4,b,2015-03-12 09:18:10
minigame_played,ef575e8837d065a1683c022d2077d342,b,2015-03-12 09:26:56
minigame_played,17e62166fc8586dfa4d1bc0e1742c08b,b,2015-03-12 09:27:59
song_played,eae27d77ca20db309e056e3d2dcd7d69,b,2015-03-12 09:33:06
minigame_played,ef575e8837d065a1683c022d2077d342,b,2015-03-12 09:33:56
minigame_played,9dcb88e0137649590b755372b040afad,c,2015-03-12 09:34:50
minigame_played,eae27d77ca20db309e056e3d2dcd7d69,b,2015-03-12 09:38:06
song_played,9dcb88e0137649590b755372b040afad,c,2015-03-12 09:42:50
minigame_played,eae27d77ca20db309e056e3d2dcd7d69,b,2015-03-12 09:45:06
minigame_played,eae27d77ca20db309e056e3d2dcd7d69,b,2015-03-12 09:53:06
song_played,f85454e8279be180185cac7d243c5eb3,c,2015-03-12 09:54:18
song_played,d34ab169b70c9dcd35e62896010cd9ff,c,2015-03-12 10:02:59
subscribed,eae27d77ca20db309e056e3d2dcd7d69,b,2015-03-12 10:03:06
app install,168908dd3227b8358eababa07fcaf091,c,2015-03-12 11:03:58
app install,7f100b7b36092fb9b06dfb4fac360931,b,2015-03-12 11:04:52
song_played,a67f096809415ca1c9f112d96d27689b,a,2015-03-12 11:05:46
app install,45c48cce2e2d7fbdea1afc51c7c6ad26,a,2015-03-12 11:07:38
app install,b4a528955b84f584974e92d025a75d1f,c,2015-03-12 11:08:52
app install,be83ab3ecd0db773eb2dc1b0a17836a1,b,2015-03-12 11:09:23
account created,168908dd3227b8358eababa07fcaf091,c,2015-03-12 11:11:58
account created,b4a528955b84f584974e92d025a75d1f,c,2015-03-12 11:12:52
subscribed,0a113ef6b61820daa5611c870ed8d5ee,a,2015-03-12 11:13:30
account created,45c48cce2e2d7fbdea1afc51c7c6ad26,a,2015-03-12 11:13:38
account created,7f100b7b36092fb9b06dfb4fac360931,b,2015-03-12 11:13:52
song_played,7f100b7b36092fb9b06dfb4fac360931,b,2015-03-12 11:16:52
minigame_played,577bcc914f9e55d5e4e4f82f9f00e7d4,c,2015-03-12 11:17:11
song_played,061412e4a03c02f9902576ec55ebbe77,c,2015-03-12 11:18:33
account created,be83ab3ecd0db773eb2dc1b0a17836a1,b,2015-03-12 11:19:23
song_played,b4a528955b84f584974e92d025a75d1f,c,2015-03-12 11:20:52
minigame_played,0a113ef6b61820daa5611c870ed8d5ee,a,2015-03-12 11:22:30
song_played,45c48cce2e2d7fbdea1afc51c7c6ad26,a,2015-03-12 11:23:38
song_played,be83ab3ecd0db773eb2dc1b0a17836a1,b,2015-03-12 11:24:23
minigame_played,7f100b7b36092fb9b06dfb4fac360931,b,2015-03-12 11:24:52
minigame_played,d840cc5d906c3e9c84374c8919d2074e,a,2015-03-12 11:26:50
song_played,0a113ef6b61820daa5611c870ed8d5ee,a,2015-03-12 11:27:30
song_played,7f100b7b36092fb9b06dfb4fac360931,b,2015-03-12 11:27:52
subscribed,7f100b7b36092fb9b06dfb4fac360931,b,2015-03-12 11:30:52
minigame_played,be83ab3ecd0db773eb2dc1b0a17836a1,b,2015-03-12 11:31:23
song_played,0a113ef6b61820daa5611c870ed8d5ee,a,2015-03-12 11:32:30
song_played,be83ab3ecd0db773eb2dc1b0a17836a1,b,2015-03-12 11:40:23
song_played,be83ab3ecd0db773eb2dc1b0a17836a1,b,2015-03-12 11:50:23
app install,ef0d3930a7b6c95bd2b32ed45989c61f,c,2015-03-12 12:03:17
app install,f61d6947467ccd3aa5af24db320235dd,a,2015-03-12 12:05:25
app install,a597e50502f5ff68e3e25b9114205d4a,c,2015-03-12 12:09:24
account created,f61d6947467ccd3aa5af24db320235dd,a,2015-03-12 12:14:25
song_played,f61d6947467ccd3aa5af24db320235dd,a,2015-03-12 12:19:25
song_played,291597a100aadd814d197af4f4bab3a7,a,2015-03-12 12:21:11
minigame_played,8df707a948fac1b4a0f97aa554886ec8,b,2015-03-12 12:21:36
minigame_played,084b6fbb10729ed4da8c3d3f5a3ae7c9,b,2015-03-12 12:27:23
minigame_played,13f3cf8c531952d72e5847c4183e6910,c,2015-03-12 12:29:47
minigame_played,084b6fbb10729ed4da8c3d3f5a3ae7c9,b,2015-03-12 12:37:23
song_played,13f3cf8c531952d72e5847c4183e6910,c,2015-03-12 12:38:47
song_played,13f3cf8c531952d72e5847c4183e6910,c,2015-03-12 12:42:47
song_played,084b6fbb10729ed4da8c3d3f5a3ae7c9,b,2015-03-12 12:45:23
song_played,13f3cf8c531952d72e5847c4183e6910,c,2015-03-12 12:48:47
app install,9cf81d8026a9018052c429cc4e56739b,b,2015-03-12 13:00:33
account created,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:00:38
song_played,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:03:38
minigame_played,a9a6653e48976138166de32772b1bf40,c,2015-03-12 13:06:47
song_played,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:11:38
song_played,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:19:38
subscribed,82f2b308c3b01637c607ce05f52a2fed,c,2015-03-12 13:23:55
minigame_played,c45147dee729311ef5b5c3003946c48f,c,2015-03-12 13:25:15
song_played,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:27:38
minigame_played,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:32:38
song_played,c45147dee729311ef5b5c3003946c48f,c,2015-03-12 13:34:15
minigame_played,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:41:38
subscribed,b6edc1cd1f36e45daf6d7824d7bb2283,a,2015-03-12 13:48:38
minigame_played,f4b9ec30ad9f68f89b29639786cb62ef,b,2015-03-12 13:53:42
song_played,f4b9ec30ad9f68f89b29639786cb62ef,b,2015-03-12 13:56:42
account created,38db3aed920cf82ab059bfccbd02be6a,a,2015-03-12 14:04:26
song_played,f4b9ec30ad9f68f89b29639786cb62ef,b,2015-03-12 14:04:42
app install,00ac8ed3b4327bdd4ebbebcb2ba10a00,b,2015-03-12 14:10:29
song_played,f4b9ec30ad9f68f89b29639786cb62ef,b,2015-03-12 14:10:42
song_played,38db3aed920cf82ab059bfccbd02be6a,a,2015-03-12 14:14:26
song_played,38db3aed920cf82ab059bfccbd02be6a,a,2015-03-12 14:17:26
minigame_played,4734ba6f3de83d861c3176a6273cac6d,a,2015-03-12 14:18:13
song_played,38db3aed920cf82ab059bfccbd02be6a,a,2015-03-12 14:26:26
minigame_played,4734ba6f3de83d861c3176a6273cac6d,a,2015-03-12 14:27:13
minigame_played,1f50893f80d6830d62765ffad7721742,b,2015-03-12 14:28:29
song_played,b2eeb7362ef83deff5c7813a67e14f0a,c,2015-03-12 14:29:45
song_played,4734ba6f3de83d861c3176a6273cac6d,a,2015-03-12 14:37:13
song_played,a86c450b76fb8c371afead6410d55534,a,2015-03-12 14:48:46
minigame_played,0266e33d3f546cb5436a10798e657d97,c,2015-03-12 14:51:06
song_played,a86c450b76fb8c371afead6410d55534,a,2015-03-12 14:56:46
song_played,0266e33d3f546cb5436a10798e657d97,c,2015-03-12 14:58:06
song_played,a86c450b76fb8c371afead6410d55534,a,2015-03-12 14:59:46
account created,8613985ec49eb8f757ae6439e879bb2a,a,2015-03-12 15:00:35
app install,46ba9f2a6976570b0353203ec4474217,c,2015-03-12 15:04:33
app install,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:06:03
song_played,a86c450b76fb8c371afead6410d55534,a,2015-03-12 15:06:46
app install,d1f255a373a3cef72e03aa9d980c7eca,b,2015-03-12 15:10:45
account created,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:11:03
song_played,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:16:03
song_played,8e82ab7243b7c66d768f1b8ce1c967eb,c,2015-03-12 15:16:06
account created,d1f255a373a3cef72e03aa9d980c7eca,b,2015-03-12 15:18:45
minigame_played,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:25:03
minigame_played,05049e90fa4f5039a8cadc6acbb4b2cc,b,2015-03-12 15:27:01
song_played,d1f255a373a3cef72e03aa9d980c7eca,b,2015-03-12 15:28:45
minigame_played,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:29:03
song_played,5487315b1286f907165907aa8fc96619,b,2015-03-12 15:30:12
song_played,d1f255a373a3cef72e03aa9d980c7eca,b,2015-03-12 15:32:45
minigame_played,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:35:03
minigame_played,14bfa6bb14875e45bba028a21ed38046,a,2015-03-12 15:40:03
song_played,3636638817772e42b59d74cff571fbb3,b,2015-03-12 15:54:05
account created,9431c87f273e507e6040fcb07dcb4509,c,2015-03-12 16:04:59
minigame_played,ad972f10e0800b49d76fed33a21f6698,c,2015-03-12 16:05:48
app install,647bba344396e7c8170902bcf2e15551,c,2015-03-12 16:08:11
app install,c0e190d8267e36708f955d7ab048990d,a,2015-03-12 16:10:36
subscribed,ad972f10e0800b49d76fed33a21f6698,c,2015-03-12 16:12:48
song_played,9431c87f273e507e6040fcb07dcb4509,c,2015-03-12 16:12:59
account created,647bba344396e7c8170902bcf2e15551,c,2015-03-12 16:15:11
minigame_played,f2fc990265c712c49d51a18a32b39f0c,a,2015-03-12 16:16:02
